"LONG BEACH DAUGHERTY AIRPORT, CA US (USW00023129)",,,,,,
Date,TAVG (Degrees Fahrenheit),TMAX (Degrees Fahrenheit),TMIN (Degrees Fahrenheit),PRCP (Inches),SNOW (Inches),SNWD (Inches)
9/26/2012,72,80,64,0,,
9/27/2012,73,81,64,0,,
9/28/2012,76,87,65,0,,
9/29/2012,77,89,64,0,,
9/30/2012,80,95,65,0,,
10/1/2012,82,98,66,0,,
10/2/2012,79,92,66,0,,
10/3/2012,75,84,65,0,,
10/4/2012,71,78,64,0,,
10/5/2012,71,79,63,0,,
10/6/2012,70,77,62,0,,
10/7/2012,72,79,64,0,,
10/8/2012,70,76,63,0,,
10/9/2012,69,77,60,0,,
10/10/2012,67,74,60,0,,
10/11/2012,64,70,58,0.3,,
10/12/2012,65,73,56,0,,
10/13/2012,67,77,57,0,,
10/14/2012,77,94,60,0,,
10/15/2012,75,88,62,0,,
10/16/2012,77,89,64,0,,
10/17/2012,79,95,63,0,,
10/18/2012,73,78,68,0,,
10/19/2012,72,78,66,0,,
10/20/2012,68,70,66,0.02,,
10/21/2012,69,73,64,0,,
10/22/2012,68,72,64,0,,
10/23/2012,66,72,60,0,,
10/24/2012,66,74,57,0,,
10/25/2012,66,78,54,0,,
10/26/2012,73,89,57,0,,
10/27/2012,76,92,59,0,,
10/28/2012,68,80,56,0,,
10/29/2012,70,83,56,0,,
10/30/2012,68,78,57,0,,
10/31/2012,65,72,58,0,,
11/1/2012,64,69,58,0,,
11/2/2012,65,72,57,0,,
11/3/2012,67,79,54,0,,
11/4/2012,74,93,55,0,,
11/5/2012,76,93,59,0,,
11/6/2012,67,77,57,0,,
11/7/2012,67,73,61,0,,
11/8/2012,65,68,61,0.12,,
11/9/2012,60,65,54,0,,
11/10/2012,56,64,47,0,,
11/11/2012,55,68,42,0,,
11/12/2012,61,76,46,0,,
11/13/2012,66,85,46,0,,
11/14/2012,61,73,49,0,,
11/15/2012,60,66,54,0.01,,
11/16/2012,65,72,58,0.09,,
11/17/2012,64,69,59,0.07,,
11/18/2012,63,70,56,0,,
11/19/2012,62,71,53,0,,
11/20/2012,62,73,50,0,,
11/21/2012,61,67,54,0,,
11/22/2012,62,69,55,0,,
11/23/2012,64,76,52,0,,
11/24/2012,68,85,50,0,,
11/25/2012,60,63,57,0,,
11/26/2012,61,67,54,0,,
11/27/2012,60,69,51,0,,
11/28/2012,62,67,57,0,,
11/29/2012,61,63,58,0.29,,
11/30/2012,64,66,62,0.46,,
12/1/2012,61,66,56,0.06,,
12/2/2012,65,67,62,0.18,,
12/3/2012,64,71,57,0.42,,
12/4/2012,61,68,54,0,,
12/5/2012,60,66,54,0,,
12/6/2012,62,67,56,0,,
12/7/2012,60,65,55,0,,
12/8/2012,59,66,51,0,,
12/9/2012,59,66,52,0,,
12/10/2012,63,76,49,0,,
12/11/2012,57,67,47,0,,
12/12/2012,59,63,55,0.12,,
12/13/2012,57,61,53,0.13,,
12/14/2012,52,59,44,0.05,,
12/15/2012,54,61,47,0.01,,
12/16/2012,56,57,54,0.01,,
12/17/2012,60,64,55,0,,
12/18/2012,56,62,49,0.16,,
12/19/2012,51,61,41,0,,
12/20/2012,54,67,41,0,,
12/21/2012,54,66,41,0,,
12/22/2012,52,61,42,0,,
12/23/2012,57,62,52,0,,
12/24/2012,58,65,51,0.98,,
12/25/2012,56,62,49,0,,
12/26/2012,56,62,50,0.12,,
12/27/2012,53,63,43,0,,
12/28/2012,53,63,42,0,,
12/29/2012,50,55,44,0.16,,
12/30/2012,49,59,39,0,,
12/31/2012,47,57,36,0,,
1/1/2013,51,60,42,0,,
1/2/2013,54,69,38,0,,
1/3/2013,55,70,39,0,,
1/4/2013,54,65,42,0,,
1/5/2013,52,65,38,0,,
1/6/2013,53,58,47,0.05,,
1/7/2013,55,70,39,0,,
1/8/2013,54,67,40,0,,
1/9/2013,55,65,44,0,,
1/10/2013,52,59,45,0.01,,
1/11/2013,49,56,42,0,,
1/12/2013,47,57,36,0,,
1/13/2013,47,57,36,0,,
1/14/2013,48,56,39,0,,
1/15/2013,48,61,35,0,,
1/16/2013,54,70,37,0,,
1/17/2013,61,81,40,0,,
1/18/2013,64,80,48,0,,
1/19/2013,64,79,48,0,,
1/20/2013,65,82,47,0,,
1/21/2013,65,82,47,0,,
1/22/2013,61,80,41,0,,
1/23/2013,63,74,52,0.01,,
1/24/2013,61,66,55,0.75,,
1/25/2013,64,68,59,0.1,,
1/26/2013,61,66,55,0.09,,
1/27/2013,56,61,50,0.03,,
1/28/2013,52,61,43,0,,
1/29/2013,50,59,40,0,,
1/30/2013,55,67,43,0,,
1/31/2013,61,77,45,0,,
2/1/2013,59,71,47,0,,
2/2/2013,66,77,54,0,,
2/3/2013,64,75,53,0,,
2/4/2013,57,64,50,0,,
2/5/2013,56,58,53,0,,
2/6/2013,57,63,50,0,,
2/7/2013,54,61,46,0,,
2/8/2013,49,55,43,0.15,,
2/9/2013,48,58,38,0,,
2/10/2013,50,57,42,0,,
2/11/2013,52,62,41,0,,
2/12/2013,51,62,40,0,,
2/13/2013,54,66,41,0,,
2/14/2013,59,74,43,0,,
2/15/2013,66,84,47,0,,
2/16/2013,68,82,53,0,,
2/17/2013,55,64,46,0,,
2/18/2013,58,62,54,0,,
2/19/2013,53,59,47,0.15,,
2/20/2013,51,60,42,0,,
2/21/2013,53,63,42,0,,
2/22/2013,53,63,42,0,,
2/23/2013,53,63,42,0,,
2/24/2013,57,69,44,0,,
2/25/2013,55,66,43,0,,
2/26/2013,57,71,42,0,,
2/27/2013,62,77,47,0,,
2/28/2013,65,81,48,0,,
3/1/2013,69,88,50,0,,
3/2/2013,68,82,54,0,,
3/3/2013,61,68,54,0,,
3/4/2013,60,66,53,0,,
3/5/2013,58,63,53,0,,
3/6/2013,56,63,48,0,,
3/7/2013,58,61,54,0.02,,
3/8/2013,54,58,49,0.83,,
3/9/2013,55,63,47,0,,
3/10/2013,60,74,46,0,,
3/11/2013,60,72,48,0,,
3/12/2013,63,79,47,0,,
3/13/2013,65,80,50,0,,
3/14/2013,65,77,52,0,,
3/15/2013,59,64,53,0,,
3/16/2013,59,64,53,0,,
3/17/2013,60,66,54,0,,
3/18/2013,61,65,56,0,,
3/19/2013,58,65,51,0,,
3/20/2013,63,72,53,0,,
3/21/2013,62,70,54,0,,
3/22/2013,62,70,53,0,,
3/23/2013,61,67,54,0,,
3/24/2013,64,73,54,0,,
3/25/2013,63,72,54,0,,
3/26/2013,61,68,54,0,,
3/27/2013,62,67,57,0,,
3/28/2013,65,73,56,0,,
3/29/2013,64,72,56,0,,
3/30/2013,63,70,56,0,,
3/31/2013,63,69,57,0,,
4/1/2013,61,68,56,0,,
4/2/2013,61,71,56,0,,
4/3/2013,62,75,54,0,,
4/4/2013,63,72,59,0,,
4/5/2013,63,68,59,0,,
4/6/2013,62,69,58,0,,
4/7/2013,63,69,59,0,,
4/8/2013,62,69,57,0,,
4/9/2013,65,77,54,0,,
4/10/2013,65,82,51,0,,
4/11/2013,64,70,54,0,,
4/12/2013,62,72,56,0,,
4/13/2013,59,62,56,0,,
4/14/2013,59,63,55,0,,
4/15/2013,60,65,56,0.01,,
4/16/2013,58,67,50,0,,
4/17/2013,63,74,55,0,,
4/18/2013,65,81,50,0,,
4/19/2013,68,87,50,0,,
4/20/2013,66,81,55,0,,
4/21/2013,65,72,57,0,,
4/22/2013,62,69,58,0,,
4/23/2013,62,70,57,0,,
4/24/2013,61,64,57,0.01,,
4/25/2013,63,73,56,0,,
4/26/2013,65,78,55,0,,
4/27/2013,64,77,56,0,,
4/28/2013,64,74,57,0,,
4/29/2013,62,68,58,0,,
4/30/2013,61,66,56,0,,
5/1/2013,64,74,60,0,,
5/2/2013,70,95,57,0,,
5/3/2013,75,94,56,0,,
5/4/2013,68,69,57,0,,
5/5/2013,62,66,57,0.11,,
5/6/2013,62,68,58,0.38,,
5/7/2013,63,71,58,0.17,,
5/8/2013,65,73,58,0,,
5/9/2013,64,71,57,0,,
5/10/2013,66,80,59,0,,
5/11/2013,68,82,61,0,,
5/12/2013,70,88,60,0,,
5/13/2013,77,97,64,0,,
5/14/2013,73,81,59,0,,
5/15/2013,66,71,59,0,,
5/16/2013,65,74,60,0,,
5/17/2013,66,73,62,0,,
5/18/2013,66,75,60,0,,
5/19/2013,67,74,60,0,,
5/20/2013,68,82,60,0,,
5/21/2013,71,74,62,0,,
5/22/2013,67,75,60,0,,
5/23/2013,65,73,60,0,,
5/24/2013,65,71,58,0,,
5/25/2013,65,74,60,0,,
5/26/2013,65,70,60,0,,
5/27/2013,66,75,61,0,,
5/28/2013,68,80,61,0,,
5/29/2013,69,83,62,0,,
5/30/2013,68,75,62,0,,
5/31/2013,68,81,63,0,,
6/1/2013,70,83,63,0,,
6/2/2013,67,69,64,0,,
6/3/2013,67,73,64,0,,
6/4/2013,66,74,63,0,,
6/5/2013,67,75,62,0,,
6/6/2013,66,74,61,0,,
6/7/2013,65,72,62,0,,
6/8/2013,65,71,62,0,,
6/9/2013,64,70,62,0,,
6/10/2013,67,79,61,0,,
6/11/2013,69,81,60,0,,
6/12/2013,67,71,64,0,,
6/13/2013,68,78,63,0,,
6/14/2013,66,71,62,0,,
6/15/2013,65,75,62,0,,
6/16/2013,68,78,62,0,,
6/17/2013,67,77,62,0,,
6/18/2013,68,79,61,0,,
6/19/2013,70,81,63,0,,
6/20/2013,69,82,62,0,,
6/21/2013,70,76,62,0,,
6/22/2013,69,78,63,0,,
6/23/2013,68,72,64,0,,
6/24/2013,67,75,63,0,,
6/25/2013,68,78,64,0,,
6/26/2013,70,85,64,0,,
6/27/2013,73,82,64,0,,
6/28/2013,72,90,63,0,,
6/29/2013,76,91,65,0,,
6/30/2013,75,83,66,0,,
7/1/2013,70,93,65,0,,
7/2/2013,72,76,66,0,,
7/3/2013,71,82,66,0,,
7/4/2013,70,82,65,0,,
7/5/2013,70,79,65,0,,
7/6/2013,70,80,64,0,,
7/7/2013,72,82,66,0,,
7/8/2013,72,87,64,0,,
7/9/2013,73,78,65,0,,
7/10/2013,71,76,67,0,,
7/11/2013,70,72,68,0.03,,
7/12/2013,71,84,63,0,,
7/13/2013,70,85,63,0,,
7/14/2013,71,84,65,0,,
7/15/2013,74,87,66,0,,
7/16/2013,71,85,62,0,,
7/17/2013,73,88,63,0,,
7/18/2013,71,83,63,0,,
7/19/2013,70,77,64,0,,
7/20/2013,69,72,65,0,,
7/21/2013,67,71,66,0,,
7/22/2013,71,82,66,0,,
7/23/2013,72,83,65,0,,
7/24/2013,70,80,64,0,,
7/25/2013,69,80,63,0,,
7/26/2013,69,84,65,0.04,,
7/27/2013,70,81,64,0,,
7/28/2013,67,74,62,0,,
7/29/2013,68,78,63,0,,
7/30/2013,68,78,63,0,,
7/31/2013,67,76,63,0,,
8/1/2013,67,76,63,0,0,
8/2/2013,68,79,63,0,0,
8/3/2013,69,80,63,0,0,
8/4/2013,69,79,62,0,0,
8/5/2013,67,81,61,0,0,
8/6/2013,67,79,62,0,0,
8/7/2013,67,77,62,0,0,
8/8/2013,67,78,61,0,0,
8/9/2013,67,75,60,0,0,
8/10/2013,67,74,62,0,0,
8/11/2013,68,79,62,0,0,
8/12/2013,68,79,63,0,0,
8/13/2013,68,82,62,0,0,
8/14/2013,68,75,62,0,0,
8/15/2013,69,76,64,0,0,
8/16/2013,70,86,63,0,0,
8/17/2013,71,86,63,0,0,
8/18/2013,69,74,63,0,0,
8/19/2013,68,77,65,0,0,
8/20/2013,70,82,64,0,0,
8/21/2013,71,83,63,0,0,
8/22/2013,73,87,64,0,0,
8/23/2013,73,90,62,0,0,
8/24/2013,70,82,59,0,0,
8/25/2013,68,84,60,0,0,
8/26/2013,74,92,63,0,0,
8/27/2013,75,89,68,0,0,
8/28/2013,76,93,67,0,0,
8/29/2013,79,98,68,0,0,
8/30/2013,81,88,75,0,0,
8/31/2013,81,92,75,0,0,
9/1/2013,80,89,72,0,0,
9/2/2013,76,90,68,0,0,
9/3/2013,79,95,71,0,0,
9/4/2013,81,96,70,0,0,
9/5/2013,80,96,69,0,0,
9/6/2013,80,98,68,0,0,
9/7/2013,80,95,68,0,0,
9/8/2013,75,86,66,0,0,
9/9/2013,71,82,63,0,0,
9/10/2013,68,78,62,0,0,
9/11/2013,68,78,63,0,0,
9/12/2013,71,87,62,0,0,
9/13/2013,71,87,62,0,0,
9/14/2013,71,85,62,0,0,
9/15/2013,72,89,63,0,0,
9/16/2013,74,89,64,0,0,
9/17/2013,69,73,63,0,0,
9/18/2013,67,75,64,0,0,
9/19/2013,69,75,63,0,0,
9/20/2013,68,72,66,0,0,
9/21/2013,69,76,63,0,0,
9/22/2013,68,78,60,0,0,
9/23/2013,72,94,60,0,0,
9/24/2013,74,89,63,0,0,
9/25/2013,71,73,64,0,0,
9/26/2013,68,77,60,0,0,
9/27/2013,68,86,57,0,0,
9/28/2013,72,91,57,0,0,
9/29/2013,70,86,57,0,0,
9/30/2013,69,80,57,0,0,
10/1/2013,69,76,61,0,,
10/2/2013,67,73,65,0,,
10/3/2013,68,74,63,0,,
10/4/2013,70,89,62,0,,
10/5/2013,81,93,62,0,,
10/6/2013,76,94,58,0,,
10/7/2013,71,86,61,0,,
10/8/2013,66,71,59,0,,
10/9/2013,64,68,55,0.09,,
10/10/2013,59,69,51,0,,
10/11/2013,62,74,53,0,,
10/12/2013,63,75,54,0,,
10/13/2013,64,68,58,0,,
10/14/2013,65,83,55,0,,
10/15/2013,70,88,57,0,,
10/16/2013,71,87,57,0,,
10/17/2013,69,82,55,0,,
10/18/2013,68,84,55,0,,
10/19/2013,67,83,56,0,,
10/20/2013,65,73,57,0,,
10/21/2013,63,74,58,0,,
10/22/2013,64,74,57,0,,
10/23/2013,63,68,61,0,,
10/24/2013,64,71,58,0,,
10/25/2013,63,71,59,0,,
10/26/2013,63,75,57,0,,
10/27/2013,63,69,58,0,,
10/28/2013,63,67,57,0.01,,
10/29/2013,60,67,53,0.02,,
10/30/2013,60,71,50,0,,
10/31/2013,62,82,51,0,,
11/1/2013,66,89,51,0,,
11/2/2013,67,80,53,0,,
11/3/2013,64,68,61,0,,
11/4/2013,63,68,56,0,,
11/5/2013,62,77,50,0,,
11/6/2013,66,84,51,0,,
11/7/2013,68,86,55,0,,
11/8/2013,64,73,51,0,,
11/9/2013,62,74,55,0,,
11/10/2013,63,82,53,0,,
11/11/2013,62,80,49,0,,
11/12/2013,63,78,53,0,,
11/13/2013,72,93,53,0,,
11/14/2013,74,89,62,0,,
11/15/2013,66,68,60,0,,
11/16/2013,62,66,55,0,,
11/17/2013,60,68,53,0,,
11/18/2013,60,69,54,0,,
11/19/2013,62,65,56,0,,
11/20/2013,60,64,55,0.18,,
11/21/2013,62,65,57,0.18,,
11/22/2013,58,65,54,0.01,,
11/23/2013,58,67,51,0,,
11/24/2013,57,67,48,0,,
11/25/2013,58,74,47,0,,
11/26/2013,60,77,48,0,,
11/27/2013,62,73,51,0,,
11/28/2013,59,68,48,0,,
11/29/2013,59,65,56,0.41,,
11/30/2013,60,76,52,0,,
12/1/2013,63,82,51,0,,
12/2/2013,61,74,49,0,,
12/3/2013,58,65,50,0,,
12/4/2013,57,62,47,0,,
12/5/2013,53,61,44,0,,
12/6/2013,51,60,42,0,,
12/7/2013,50,58,44,0.1,,
12/8/2013,48,56,38,0,,
12/9/2013,49,64,38,0,,
12/10/2013,52,69,38,0,,
12/11/2013,55,74,43,0,,
12/12/2013,55,65,43,0,,
12/13/2013,53,65,42,0,,
12/14/2013,55,75,44,0,,
12/15/2013,60,82,45,0,,
12/16/2013,67,85,56,0,,
12/17/2013,65,76,50,0,,
12/18/2013,64,69,54,0,,
12/19/2013,57,58,47,0.24,,
12/20/2013,51,60,42,0,,
12/21/2013,53,61,46,0,,
12/22/2013,54,68,44,0,,
12/23/2013,57,77,45,0,,
12/24/2013,61,78,49,0,,
12/25/2013,62,83,49,0,,
12/26/2013,64,83,50,0,,
12/27/2013,63,84,48,0,,
12/28/2013,60,67,49,0,,
12/29/2013,57,78,47,0,,
12/30/2013,58,73,42,0,,
12/31/2013,55,68,43,0,,
1/1/2014,55,70,43,0,,
1/2/2014,58,78,45,0,,
1/3/2014,56,62,48,0,,
1/4/2014,56,67,50,0,,
1/5/2014,58,79,45,0,,
1/6/2014,62,79,48,0,,
1/7/2014,58,68,44,0,,
1/8/2014,57,67,50,0,,
1/9/2014,56,65,50,0,,
1/10/2014,55,69,44,0,,
1/11/2014,58,72,48,0,,
1/12/2014,58,71,50,0,,
1/13/2014,61,83,47,0,,
1/14/2014,64,85,46,0,,
1/15/2014,66,88,51,0,,
1/16/2014,66,88,50,0,,
1/17/2014,67,87,52,0,,
1/18/2014,62,80,47,0,,
1/19/2014,60,77,45,0,,
1/20/2014,59,81,45,0,,
1/21/2014,61,77,49,0,,
1/22/2014,62,71,51,0,,
1/23/2014,56,64,51,0,,
1/24/2014,59,71,55,0,,
1/25/2014,63,72,54,0,,
1/26/2014,59,67,50,0,,
1/27/2014,60,67,52,0,,
1/28/2014,58,67,52,0,,
1/29/2014,60,69,55,0,,
1/30/2014,59,61,57,0.01,,
1/31/2014,59,64,56,0,,
2/1/2014,57,66,44,0,,
2/2/2014,54,61,44,0.08,,
2/3/2014,54,62,45,0.03,,
2/4/2014,54,62,46,0,,
2/5/2014,55,63,48,0,,
2/6/2014,56,62,52,0.17,,
2/7/2014,55,62,50,0.01,,
2/8/2014,58,65,53,0,,
2/9/2014,59,65,55,0,,
2/10/2014,59,68,53,0,,
2/11/2014,60,72,52,0,,
2/12/2014,61,78,50,0,,
2/13/2014,63,76,51,0,,
2/14/2014,62,75,49,0,,
2/15/2014,62,76,49,0,,
2/16/2014,61,67,54,0,,
2/17/2014,57,68,49,0,,
2/18/2014,59,65,55,0,,
2/19/2014,59,68,52,0,,
2/20/2014,60,81,49,0,,
2/21/2014,63,73,54,0,,
2/22/2014,60,73,51,0,,
2/23/2014,58,70,50,0,,
2/24/2014,61,70,52,0,,
2/25/2014,61,68,55,0,,
2/26/2014,61,66,58,0,,
2/27/2014,62,67,58,0.85,,
2/28/2014,61,62,57,1.2,,
3/1/2014,58,63,53,0.29,,
3/2/2014,56,63,54,0.15,,
3/3/2014,58,68,50,0,,
3/4/2014,58,64,53,0,,
3/5/2014,61,73,53,0,,
3/6/2014,62,70,57,0,,
3/7/2014,62,72,54,0,,
3/8/2014,65,84,50,0,,
3/9/2014,70,87,57,0,,
3/10/2014,68,77,54,0,,
3/11/2014,63,72,53,0,,
3/12/2014,64,81,53,0,,
3/13/2014,62,67,56,0,,
3/14/2014,60,69,52,0,,
3/15/2014,64,84,54,0,,
3/16/2014,70,90,54,0,,
3/17/2014,66,75,54,0,,
3/18/2014,63,73,57,0,,
3/19/2014,63,77,53,0,,
3/20/2014,63,74,56,0,,
3/21/2014,61,66,57,0,,
3/22/2014,61,66,56,0,,
3/23/2014,59,68,52,0,,
3/24/2014,60,67,58,0,,
3/25/2014,60,63,58,0,,
3/26/2014,60,66,57,0.03,,
3/27/2014,60,68,52,0,,
3/28/2014,60,69,53,0,,
3/29/2014,62,75,53,0,,
3/30/2014,63,72,55,0,,
3/31/2014,59,65,51,0,,
4/1/2014,58,64,53,0.1,,
4/2/2014,56,63,50,0.1,,
4/3/2014,56,67,47,0,,
4/4/2014,58,66,53,0,,
4/5/2014,59,69,51,0,,
4/6/2014,63,82,52,0,,
4/7/2014,68,87,53,0,,
4/8/2014,71,92,57,0,,
4/9/2014,70,89,57,0,,
4/10/2014,63,77,51,0,,
4/11/2014,65,79,56,0,,
4/12/2014,61,66,57,0,,
4/13/2014,60,67,56,0,,
4/14/2014,63,80,54,0,,
4/15/2014,64,77,54,0,,
4/16/2014,62,69,57,0,,
4/17/2014,62,67,59,0,,
4/18/2014,63,69,60,0,,
4/19/2014,64,74,56,0,,
4/20/2014,64,76,58,0,,
4/21/2014,66,82,57,0,,
4/22/2014,64,71,59,0,,
4/23/2014,63,74,55,0,,
4/24/2014,65,75,54,0,,
4/25/2014,64,69,54,0.17,,
4/26/2014,60,67,54,0,,
4/27/2014,59,71,52,0,,
4/28/2014,64,80,56,0,,
4/29/2014,74,95,57,0,,
4/30/2014,80,93,61,0,,
5/1/2014,80,94,61,0,,
5/2/2014,76,93,61,0,,
5/3/2014,74,85,61,0,,
5/4/2014,69,78,59,0,,
5/5/2014,64,69,60,0,,
5/6/2014,62,68,57,0,,
5/7/2014,61,69,55,0,,
5/8/2014,62,71,56,0,,
5/9/2014,63,71,57,0,,
5/10/2014,65,74,60,0,,
5/11/2014,65,80,56,0,,
5/12/2014,73,93,57,0,,
5/13/2014,78,96,62,0,,
5/14/2014,82,101,64,0,,
5/15/2014,83,101,66,0,,
5/16/2014,79,87,65,0,,
5/17/2014,71,74,63,0,,
5/18/2014,66,71,63,0,,
5/19/2014,66,71,61,0,,
5/20/2014,65,72,59,0,,
5/21/2014,63,72,58,0,,
5/22/2014,64,70,60,0,,
5/23/2014,65,72,62,0,,
5/24/2014,64,69,62,0,,
5/25/2014,67,78,63,0,,
5/26/2014,69,81,64,0,,
5/27/2014,70,82,64,0,,
5/28/2014,69,74,64,0,,
5/29/2014,67,75,63,0,,
5/30/2014,69,83,61,0,,
5/31/2014,69,81,59,0,,
6/1/2014,69,81,60,0,,
6/2/2014,67,78,59,0,,
6/3/2014,67,83,57,0,,
6/4/2014,68,82,58,0,,
6/5/2014,68,81,60,0,,
6/6/2014,66,76,60,0,,
6/7/2014,66,73,62,0,,
6/8/2014,67,78,61,0,,
6/9/2014,67,74,60,0,,
6/10/2014,66,71,63,0,,
6/11/2014,68,78,63,0,,
6/12/2014,69,78,61,0,,
6/13/2014,67,77,61,0,,
6/14/2014,68,79,62,0,,
6/15/2014,67,76,63,0,,
6/16/2014,68,77,63,0,,
6/17/2014,67,74,59,0,,
6/18/2014,66,73,60,0,,
6/19/2014,68,83,62,0,,
6/20/2014,70,79,61,0,,
6/21/2014,68,74,62,0,,
6/22/2014,68,75,64,0,,
6/23/2014,69,74,65,0,,
6/24/2014,69,78,64,0,,
6/25/2014,69,75,65,0,,
6/26/2014,69,78,66,0,,
6/27/2014,71,77,66,0,,
6/28/2014,70,77,66,0,,
6/29/2014,70,77,66,0,,
6/30/2014,68,74,65,0,,
7/1/2014,70,80,66,0,,
7/2/2014,70,81,65,0,,
7/3/2014,72,86,66,0,,
7/4/2014,72,80,65,0,,
7/5/2014,74,91,68,0,,
7/6/2014,77,90,69,0,,
7/7/2014,75,82,68,0,,
7/8/2014,73,82,67,0,,
7/9/2014,74,84,67,0,,
7/10/2014,72,83,67,0,,
7/11/2014,72,83,67,0,,
7/12/2014,71,81,65,0,,
7/13/2014,72,78,68,0,,
7/14/2014,71,77,68,0.01,,
7/15/2014,70,77,68,0,,
7/16/2014,72,81,67,0,,
7/17/2014,72,80,67,0,,
7/18/2014,71,79,65,0,,
7/19/2014,70,74,66,0,,
7/20/2014,71,80,67,0,,
7/21/2014,72,82,66,0,,
7/22/2014,73,84,64,0,,
7/23/2014,75,89,65,0,,
7/24/2014,76,93,67,0,,
7/25/2014,75,79,69,0,,
7/26/2014,73,86,68,0,,
7/27/2014,74,86,68,0,,
7/28/2014,76,90,70,0,,
7/29/2014,76,87,68,0,,
7/30/2014,76,88,69,0,,
7/31/2014,75,89,69,0,,
8/1/2014,73,82,67,0,,
8/2/2014,72,79,67,0,,
8/3/2014,76,89,71,0.07,,
8/4/2014,75,87,65,0,,
8/5/2014,71,85,63,0,,
8/6/2014,70,79,65,0,,
8/7/2014,70,78,65,0,,
8/8/2014,71,79,68,0,,
8/9/2014,72,82,67,0,,
8/10/2014,73,85,67,0,,
8/11/2014,74,85,66,0,,
8/12/2014,73,84,67,0,,
8/13/2014,72,82,67,0,,
8/14/2014,71,85,65,0,,
8/15/2014,74,92,64,0,,
8/16/2014,76,92,67,0,,
8/17/2014,75,87,66,0,,
8/18/2014,73,84,66,0,,
8/19/2014,72,77,68,0,,
8/20/2014,72,80,68,0,,
8/21/2014,72,83,67,0,,
8/22/2014,73,85,68,0,,
8/23/2014,73,83,67,0,,
8/24/2014,72,82,67,0,,
8/25/2014,71,82,66,0,,
8/26/2014,73,85,66,0,,
8/27/2014,76,95,67,0,,
8/28/2014,80,94,70,0,,
8/29/2014,76,86,67,0,,
8/30/2014,73,87,64,0,,
8/31/2014,75,81,69,0,,
9/1/2014,74,81,69,0,,
9/2/2014,73,81,68,0,,
9/3/2014,74,83,69,0,,
9/4/2014,72,80,67,0,,
9/5/2014,72,85,67,0,,
9/6/2014,74,89,67,0,,
9/7/2014,78,94,69,0,,
9/8/2014,77,84,73,0.11,,
9/9/2014,78,89,69,0,,
9/10/2014,75,89,66,0,,
9/11/2014,78,92,69,0,,
9/12/2014,78,93,69,0,,
9/13/2014,78,95,69,0,,
9/14/2014,81,101,70,0,,
9/15/2014,82,96,73,0,,
9/16/2014,83,99,73,0,,
9/17/2014,85,96,72,0,,
9/18/2014,75,83,67,0,,
9/19/2014,73,79,68,0,,
9/20/2014,71,79,67,0,,
9/21/2014,72,81,66,0,,
9/22/2014,71,83,63,0,,
9/23/2014,72,86,63,0,,
9/24/2014,73,91,64,0,,
9/25/2014,77,91,64,0,,
9/26/2014,73,81,65,0,,
9/27/2014,69,76,63,0,,
9/28/2014,69,75,64,0,,
9/29/2014,69,81,62,0,,
9/30/2014,71,87,63,0,,
10/1/2014,71,79,64,0,,
10/2/2014,76,98,63,0,,
10/3/2014,80,100,63,0,,
10/4/2014,77,92,62,0,,
10/5/2014,74,87,64,0,,
10/6/2014,74,88,61,0,,
10/7/2014,75,91,63,0,,
10/8/2014,74,83,65,0,,
10/9/2014,71,81,64,0,,
10/10/2014,70,80,64,0,,
10/11/2014,70,81,64,0,,
10/12/2014,70,75,66,0,,
10/13/2014,70,76,66,0,,
10/14/2014,70,75,67,0,,
10/15/2014,70,77,65,0,,
10/16/2014,69,77,61,0,,
10/17/2014,68,76,60,0,,
10/18/2014,69,76,62,0,,
10/19/2014,68,78,60,0,,
10/20/2014,69,76,64,0,,
10/21/2014,69,77,62,0,,
10/22/2014,69,82,59,0,,
10/23/2014,70,83,59,0,,
10/24/2014,71,84,59,0,,
10/25/2014,71,81,64,0,,
10/26/2014,68,74,61,0,,
10/27/2014,66,74,59,0,,
10/28/2014,67,80,58,0,,
10/29/2014,69,86,58,0,,
10/30/2014,69,80,59,0,,
10/31/2014,66,71,60,0.18,,
11/1/2014,63,66,57,0.15,,
11/2/2014,60,69,51,0,,
11/3/2014,61,75,51,0,,
11/4/2014,64,81,52,0,,
11/5/2014,67,88,50,0,,
11/6/2014,72,92,56,0,,
11/7/2014,71,89,57,0,,
11/8/2014,70,88,55,0,,
11/9/2014,66,74,57,0,,
11/10/2014,64,69,62,0,,
11/11/2014,65,68,63,0,,
11/12/2014,65,70,56,0,,
11/13/2014,61,68,54,0,,
11/14/2014,65,71,59,0.01,,
11/15/2014,63,71,55,0,,
11/16/2014,64,76,53,0,,
11/17/2014,65,79,52,0,,
11/18/2014,64,78,52,0,,
11/19/2014,62,72,53,0,,
11/20/2014,61,70,52,0,,
11/21/2014,64,71,56,0,,
11/22/2014,61,69,52,0,,
11/23/2014,63,79,53,0,,
11/24/2014,65,83,52,0,,
11/25/2014,65,82,51,0,,
11/26/2014,65,87,50,0,,
11/27/2014,68,90,51,0,,
11/28/2014,64,77,50,0,,
11/29/2014,61,69,50,0,,
11/30/2014,63,69,59,0.51,,
12/1/2014,63,69,58,0.1,,
12/2/2014,62,63,58,1.04,,
12/3/2014,61,66,60,0.81,,
12/4/2014,64,68,58,0,,
12/5/2014,62,69,57,0,,
12/6/2014,63,72,56,0,,
12/7/2014,63,75,55,0,,
12/8/2014,65,80,55,0,,
